WSxM file copyright UAM
WSxM ASCII XYZ file
X[µm]		Y[µm]		Z[nm]

0	0	1.30536
0.00392157	0	1.14636
0.00784314	0	1.23187
0.0117647	0	1.29705
0.0156863	0	1.47379
0.0196078	0	1.68494
0.0235294	0	1.69586
0.027451	0	1.62285
0.0313725	0	1.76411
0.0352941	0	1.62924
0.0392157	0	1.28522
0.0431373	0	1.23375
0.0470588	0	1.26137
0.0509804	0	1.42674
0.054902	0	1.72436
0.0588235	0	1.90389
0.0627451	0	2.12624
0.0666667	0	2.26682
0.0705882	0	1.59048
0.0745098	0	1.31951
0.0784314	0	1.66174
0.0823529	0	3.25614
0.0862745	0	6.20679
0.0901961	0	7.65612
0.0941176	0	7.5104
0.0980392	0	6.10255
0.101961	0	3.88499
0.105882	0	1.84156
0.109804	0	1.3492
0.113725	0	1.44155
0.117647	0	1.52426
0.121569	0	1.48661
0.12549	0	1.42749
0.129412	0	1.38443
0.133333	0	1.28979
0.137255	0	1.39486
0.141176	0	1.66122
0.145098	0	1.70506
0.14902	0	1.45767
0.152941	0	1.5575
0.156863	0	1.67054
0.160784	0	1.68562
0.164706	0	1.63012
0.168627	0	1.59454
0.172549	0	1.63527
0.176471	0	1.64004
0.180392	0	1.5826
0.184314	0	1.56185
0.188235	0	1.54988
0.192157	0	1.6851
0.196078	0	1.72405
0.2	0	1.72097
0.203922	0	1.51873
0.207843	0	1.40184
0.211765	0	1.53498
0.215686	0	1.53046
0.219608	0	1.47101
0.223529	0	1.59632
0.227451	0	1.89117
0.231373	0	2.24623
0.235294	0	2.1642
0.239216	0	1.75461
0.243137	0	1.75204
0.247059	0	2.0515
0.25098	0	2.39602
0.254902	0	2.59452
0.258824	0	2.19626
0.262745	0	1.82007
0.266667	0	1.63923
0.270588	0	1.53026
0.27451	0	1.5898
0.278431	0	2.06922
0.282353	0	2.24062
0.286275	0	1.79786
0.290196	0	1.57562
0.294118	0	1.57157
0.298039	0	1.69522
0.301961	0	1.83771
0.305882	0	1.79338
0.309804	0	1.66733
0.313725	0	1.4947
0.317647	0	1.47546
0.321569	0	1.54095
0.32549	0	1.66375
0.329412	0	1.73332
0.333333	0	1.65632
0.337255	0	1.48862
0.341176	0	1.43077
0.345098	0	1.51795
0.34902	0	1.77086
0.352941	0	2.28499
0.356863	0	2.83859
0.360784	0	2.63786
0.364706	0	2.12126
0.368627	0	2.07371
0.372549	0	1.95167
0.376471	0	1.82999
0.380392	0	2.04496
0.384314	0	2.12291
0.388235	0	2.03303
0.392157	0	1.96921
0.396078	0	1.92861
0.4	0	1.79344
0.403922	0	1.62681
0.407843	0	1.73925
0.411765	0	1.77106
0.415686	0	1.71495
0.419608	0	1.60897
0.423529	0	1.667
0.427451	0	1.74154
0.431373	0	1.85727
0.435294	0	1.92583
